date,home_value,mortgage_balance,mortgage_payment,maintenance,owner_outflow,rent,portfolio,net_flow,buy_equity
2019-08-31,265754.03728872654,93516.60958096909,589.6047328441635,332.1925466109082,921.7972794550717,935.2629377940408,147034.30491785717,-13.465658338969092,172237.42770775745
2019-09-30,266886.8600801537,93086.04561305034,587.9168508040992,333.6085751001921,921.5254259042913,937.951907997909,144296.58971850248,-16.426482093617665,173800.81446710334
2019-10-31,265736.939536505,92653.39132364461,586.2399990232432,332.17117442063125,918.4111734438744,940.0041819132252,145574.04093626028,-21.59300846935082,173083.54821286036
2019-11-30,264412.13974560064,92218.65935228734,582.079838546859,330.5151746820008,912.5950132288599,941.61596096881,142391.66548097876,-29.02094773995009,172193.48039331328
2019-12-31,265979.68653075484,91779.82526336104,582.4930291485125,332.4746081634436,914.9676373119561,942.8438752395888,145879.7003581329,-27.8762379276327,174199.8612673938
2020-01-31,265299.55828541593,91340.64818157713,581.6711093392365,331.6244478567699,913.2955571960065,944.2690364174944,147411.56694837325,-30.973479221487878,173958.9101038388
2020-02-29,264144.5237846318,90900.11066295244,579.6296292451938,330.18065473078974,909.8102839759836,946.0635999303014,146462.2119622868,-36.25331595431783,173244.41312167936
2020-03-31,267028.803101586,90457.20937354144,580.4414664329964,333.78600387698253,914.227470309979,947.0203868269732,138895.2223244411,-32.79291651699418,176571.59372804457
2020-04-30,264979.3756752051,90014.31281800519,577.6176156042768,331.22421959400634,908.8418351982832,946.6372190277052,123721.302964005,-37.79538382942201,174965.0628571999
2020-05-31,264512.15908694925,89568.40123338265,576.4159812663881,330.6401988586866,907.0561801250747,948.0360690015684,134596.4424418954,-40.97988887649376,174943.7578535666
2020-06-30,267715.28437009966,89120.83505723326,578.4085668754643,334.64410546262457,913.0526723380889,948.4431085554976,143238.02885186815,-35.390436217408705,178594.4493128664
2020-07-31,270371.3500609866,88674.28673131118,576.8228683443779,337.96418757623326,914.7870559206111,949.835511413138,147847.24594713858,-35.04845549252684,181697.0633296754
2020-08-31,273099.89283847396,88225.75475447338,576.0351605865236,341.37486604809243,917.4100266346161,950.5588081547309,146496.47737857257,-33.14878152011477,184874.13808400056
2020-09-30,275467.1315560206,87775.91420435744,576.8185334431582,344.33391444502575,921.152447888184,952.0552361038508,152342.02673456087,-30.90278821566676,187691.21735166316
2020-10-31,275461.80658651365,87326.08682811641,578.7684278496959,344.32725823314206,923.0956860828379,953.7665098449206,152646.69713952768,-30.670823762082705,188135.71975839723
2020-11-30,278727.11273741105,86877.23913693242,580.3220062578583,348.4088909217638,928.7308971796222,953.8783760236976,148868.2160075977,-25.14747884407541,191849.87360047863
2020-12-31,280631.2192019519,86429.0185098659,583.0304918696154,350.78902400243993,933.8195158720553,954.440146366963,161907.72779466546,-20.620630494907687,194202.20069208601
2021-01-31,280239.27670325874,85982.36442233332,580.7215619210342,350.29909587907343,931.0206578001076,955.6468025788464,165433.5803980009,-24.626144778738762,194256.91228092543
2021-02-28,280890.04913748073,85533.0881479193,583.4004990761092,351.1125614218509,934.5130604979602,957.5124586164836,163890.84652821257,-22.99939811852346,195356.96098956143
2021-03-31,284745.9911134347,85085.3508530605,584.925327427052,355.9324888917934,940.8578163188454,959.1488064122668,164661.04615523928,-18.290990093421442,199660.64026037423
2021-04-30,280866.0245687405,84638.16524008985,582.2733649959295,351.08253071092565,933.3558957068551,959.2469071266772,171277.47576725055,-25.89101141982212,196227.85932865067
2021-05-31,281036.8118139052,84188.05598414269,583.0261067743742,351.2960147673815,934.3221215417557,960.0968809897194,178095.20280354883,-25.774759447963675,196848.7558297625
2021-06-30,294318.8058895281,83737.87026548325,584.524289301937,367.89850736191016,952.4227966638471,962.1594354417144,176122.28336632237,-9.73663877786737,210580.93562404488
2021-07-31,281773.4488586866,83288.21879279148,580.4327153623758,352.21681107335826,932.6495264357341,963.5105419062556,183587.87293082516,-30.86101547052158,198485.23006589513
2021-08-31,290894.23871754704,82834.4301637539,580.06363143106,363.6177983969338,943.6814298279937,966.3265377243422,183620.3967862499,-22.645107896348463,208059.80855379312
2021-09-30,297083.01254574006,82379.64173301186,578.5971605469671,371.3537656821751,949.9509262291422,969.1367834117442,190102.1380834145,-19.185857182602035,214703.3708127282
2021-10-31,291031.54643666185,81922.93076665945,571.6974716736853,363.7894330458273,935.4869047195126,972.8182610210838,185982.771597543,-37.33135630157119,209108.61567000241
2021-11-30,296608.799442412,81459.67093902914,568.4629628299767,370.760999303015,939.2239621329918,975.774350932218,192223.80157881652,-36.5503887992262,215149.12850338285
2021-12-31,298016.45147238235,80993.00875573735,571.3201426741756,372.52056434047796,943.8407070146536,980.6333856072488,194309.28167159713,-36.792678592595166,217023.44271664502
2022-01-31,300995.9928558987,80528.23013972139,571.3201426741753,376.2449910698734,947.5651337440486,984.2604983446594,197332.33835567185,-36.69536460061079,220467.7627161773
2022-02-28,301978.78985886084,80062.84013484522,571.6734166992281,377.4734873235761,949.1469040228042,988.393448335947,189376.88335583804,-39.24654431314286,221915.9497240156
2022-03-31,302826.2869837955,79597.14224512478,576.5997097037605,378.5328587297444,955.132568433505,991.3653946680604,184415.36705621038,-36.23282623455543,223229.14473867073
2022-04-30,305586.0320613351,79135.04805438669,579.7577059458474,381.9825400766689,961.7402460225163,995.4319567868966,191944.445183684,-33.69171076438033,226450.98400694842
2022-05-31,308323.9095661269,78674.97076402347,584.3053652256121,385.4048869576586,969.7102521832708,999.0055758843004,185130.32345194637,-29.295323701029588,229648.9388021034
2022-06-30,312904.78550270124,78218.02772262039,591.2908925235257,391.1309818783766,982.4218744019023,1002.942498693152,184593.36979184937,-20.520624291249646,234686.75778008084
2022-07-31,317689.69367485674,77766.15437189266,597.222104725995,397.11211709357093,994.334221819566,1007.4856246732882,175377.388362967,-13.151402853722175,239923.53930296408
2022-08-31,321117.0883429173,77318.33930949455,605.2401547869248,401.3963604286467,1006.6365152155715,1012.4471162223384,187213.91242442155,-5.810601006766888,243798.7490334228
2022-09-30,321753.5978393453,76876.14065597675,615.3565248207286,402.1919972991816,1017.5485221199102,1017.7130162049136,188556.76531770112,-0.16449408500341178,244877.45718336853
2022-10-31,321051.62589301314,76441.02254649212,624.0840389634781,401.31453236626646,1025.3985713297445,1021.9731660568042,177713.13601647664,3.4254052729403384,244610.60334652103
2022-11-30,321396.1608294132,76011.65973521306,633.1621958083989,401.7452010367665,1034.9073968451653,1027.856595225649,182686.32254767086,7.050801619516278,245384.50109420015
2022-12-31,319476.84770866047,75588.1212438758,644.3448831940058,399.3460596358256,1043.6909428298313,1033.5614218504966,190306.77025735422,10.129520979334757,243888.72646478468
2023-01-31,317449.8991113439,75171.75970400212,651.6840604401849,396.81237388917987,1048.4964343293648,1039.1847011674506,180985.7668966017,9.311733161914162,242278.13940734178
2023-02-28,314948.4434570487,74759.517792253,664.6208654515286,393.68555432131086,1058.3064197728395,1044.611953301969,189506.17156829906,13.694466470870566,240188.92566479568
2023-03-31,310765.8693152122,74355.24814588694,670.9141844042485,388.45733664401524,1059.3715210482637,1050.589127025614,187179.06893923634,8.782394022649669,236410.62116932526
2023-04-30,310695.6621362611,73954.00364520254,672.3072609638158,388.3695776703264,1060.6768386341423,1058.1894058198293,188914.1061637398,2.487432814313024,236741.65849105857
2023-05-31,309741.7180693505,73552.279324086,675.4261175091885,387.17714758668814,1062.6032650958766,1066.6680606377415,188495.06178538923,-4.064795541864896,236189.43874526452
2023-06-30,311013.44119184575,73151.26342652956,677.8405116568213,388.7668014898072,1066.6073131466285,1074.2397630249172,189086.17692507137,-7.632449878288753,237862.17776531618
2023-07-31,314002.54103502404,72750.43165571643,678.869668412719,392.5031762937801,1071.372844706499,1081.5783237497822,195009.53251279626,-10.205479043283049,241252.1093793076
2023-08-31,315011.4844049491,72348.79732597157,684.6758341490291,393.7643555061864,1078.4401896552156,1088.9672416797353,199714.17813966706,-10.527052024519662,242662.68707897756
2023-09-30,314657.12894232495,71949.64842043631,691.1468646953978,393.3214111779062,1084.468275873304,1095.815821571702,197090.76141146396,-11.34754569839788,242707.48052188865
2023-10-31,312389.27443805593,71553.3531705852,699.302799502042,390.4865930475699,1089.7893925496119,1103.2063077191149,196123.6452516746,-13.416915169503,240835.92126747075
2023-11-30,309730.80885171687,71160.9448036619,702.6902371380587,387.1635110646461,1089.8537482027048,1109.7773131207528,191307.62521893068,-19.923564918047987,238569.86404805497
2023-12-31,307321.2733925776,70769.12085607219,699.9976845390893,384.151591740722,1084.1492762798111,1116.496950688273,200257.69264151275,-32.3476744084619,236552.15253650543
2024-01-31,307591.85311029846,70373.77915456214,697.3273276978688,384.4898163878731,1081.8171440857418,1124.4575710054016,208365.32807762403,-42.64042691965983,237218.0739557363
2024-02-29,305714.67712145025,69974.92928112467,687.4180167066094,382.14334640181283,1069.5613631084223,1134.380379857118,209745.08358391936,-64.81901674869573,235739.74784032558
2024-03-31,305623.1373061514,69567.5772428415,682.5191017892406,382.0289216326892,1064.5480234219299,1142.539989545217,220125.75377189572,-77.99196612328706,236055.5600633099
2024-04-30,306685.474821398,69155.16614998301,682.5191017892406,383.35684352674747,1065.875945315988,1149.4007666840912,227239.25671464496,-83.52482136810318,237530.30867141497
2024-05-31,309449.6246732886,68741.15380056841,684.127776846935,386.81203084161075,1070.939807688546,1156.9841435790206,221586.25657742692,-86.04433589047471,240708.47087272018
2024-06-30,310312.2171109955,68326.66939053743,685.0869139523962,387.8902713887444,1072.9771853411407,1165.062380205611,226662.62938937155,-92.08519486447017,241985.54772045807
2024-07-31,312978.21310332866,67911.23594387888,685.0869139523963,391.2227663791608,1076.309680331557,1172.6638787245165,233260.7747054616,-96.35419839295946,245066.97715944977
2024-08-31,316806.31747691287,67494.16297534227,685.7175373876703,396.0078968461411,1081.7254342338115,1179.4629726433177,233147.76262399234,-97.73753840950621,249312.1545015706
2024-09-30,316906.565952257,67075.89050232996,683.2146853472021,396.13320744032126,1079.3478927875235,1187.3978044955566,233526.81011127986,-108.04991170803305,249830.67544992705
2024-10-31,316550.6272869843,66654.1806117241,678.2566553975511,395.6882841087304,1073.9449395062816,1197.652029970378,233992.48053692,-123.70709046409638,249896.4466752602
2024-11-30,315326.2568391711,66227.26382876118,675.1882475989556,394.1578210489639,1069.3460686479195,1209.344833594703,238500.0841364415,-139.99876494678347,249098.99301040993
2024-12-31,315371.3795086257,65796.50819760382,673.9716461653308,394.21422438578213,1068.1858705511129,1215.6014985189056,250090.952879553,-147.41562796779272,249574.8713110219
2025-01-31,316524.26485450484,65363.27284348843,675.1790554244247,395.6553310681311,1070.834386492556,1220.71841784283,247636.09342777618,-149.88403135027397,251160.9920110164
2025-02-28,316125.4730789342,64929.33757312555,675.7784908342842,395.15684134866774,1070.935332182952,1225.945112388918,257795.26079195805,-155.00978020596608,251196.13550580863
2025-03-31,318337.15298832604,64494.240379955605,674.8863214941209,397.92144123540754,1072.8077627295283,1230.8430040076669,252686.7098572072,-158.03524127813853,253842.91260837042
2025-04-30,311410.85067084915,64056.87427476626,674.591343276644,389.2635633385614,1063.8549066152054,1234.192542254748,236590.79710216285,-170.33763563954267,247353.9763960829
2025-05-31,314507.9463321142,63617.67973523713,674.0061595460377,393.13493291514277,1067.1410924611805,1238.6954173200909,230571.9715573843,-171.55432485891038,250890.2665968771
2025-06-30,316596.0118487548,63176.43796924046,669.9479079239334,395.7450148109435,1065.692922734877,1243.2641575187313,241297.80765644484,-177.57123478385438,253419.5738795143
2025-07-31,318789.81495034037,62730.555335011675,668.2255709502549,398.48726868792545,1066.7128396381804,1242.739850148109,247913.92939211152,-176.0270105099287,256059.2596153287
2025-08-31,320960.6081198822,62281.79612272469,667.9410076095573,401.2007601498527,1069.14176775941,1247.317476912354,259989.64709439475,-178.17570915294414,258678.8119971575
2025-09-30,319634.5760585474,61831.25198847152,665.9666653584213,399.5432200731843,1065.5098854316057,1253.5842481268514,260742.01558588332,-188.07436269524578,257803.3240700759
2025-10-31,319673.8956264163,61377.637294419976,665.4076485604265,399.5923695330204,1065.000018093447,1258.8024046001046,270932.48014559364,-193.80238650665774,258296.25833199633
2025-11-30,320615.0268339438,60922.03854591365,665.962006736822,400.76878354242973,1066.7307902792518,1264.4985189057325,283591.4546467846,-197.76772862648068,259692.98828803014
2025-12-31,316669.6255445205,60465.305926666355,664.8627928431458,395.83703193065065,1060.6998247737965,1266.35424289946,280949.6032730519,-205.65441812566337,256204.31961785414
2026-01-31,316107.04809200263,60006.16267284612,663.2293205027277,395.1338101150033,1058.363130617731,1266.9750827670323,279417.38362801156,-208.61195214930126,256100.88541915652
2026-02-28,316129.2101411401,59544.19971650012,663.4991169078252,395.1615126764251,1058.6606295842503,1272.4187140616832,281759.15169861226,-213.75808447743293,256585.01042463997
2026-03-31,315613.1186617884,59080.89573251554,661.6278167835163,394.5163983272355,1056.1442151107517,1275.561247604112,291032.24302666116,-219.41703249336024,256532.22292927286
2026-04-30,317737.60132427304,58614.58287730505,662.6874941732418,397.1720016553413,1059.859495828583,1279.5385955741417,275170.7785931623,-219.6790997455587,259123.018446968
