date,rate,pr,gilt_yield,rar_stocks,rar_gilts,actual_appr,verdict_stocks
2006-12-31,0.0525,21.28775708779791,0.04619500000000001,0.028461475703952417,0.012002404240909271,0.03141106525725923,BUY
2007-01-31,0.053399999999999996,21.266925266456447,0.048693999999999994,0.029110862256593574,0.012569488574988429,0.031517688487469275,BUY
2007-02-28,0.054299999999999994,21.316063919269954,0.04896,0.0291010205729237,0.01253178212066522,0.03138260056136355,BUY
2007-03-31,0.054299999999999994,21.42608205510687,0.048194,0.03140001218024407,0.012370032716869732,0.030275002326671796,RENT
2007-04-30,0.0547,21.690973125978637,0.050439,0.03198749923880927,0.013718655753645694,0.02992970921900584,RENT
2007-05-31,0.0552,21.922652024955767,0.051458000000000004,0.030762646180866576,0.014460243659332996,0.029258570550661833,RENT
2007-06-30,0.0559,22.117086679172523,0.054321,0.031389292956153954,0.015721216312781706,0.02875989019879044,RENT
2007-07-31,0.0571,22.411867860634768,0.054084,0.03237167144442004,0.016238250736828445,0.028496237032683336,RENT
2007-08-31,0.0588,22.454013513013688,0.051498999999999996,0.03353455225708177,0.015236009246137359,0.02829961604596165,RENT
2007-09-30,0.0594,22.463193476227286,0.049928,0.03455406786667433,0.014476620600556529,0.027705042499610588,RENT
2007-10-31,0.0596,22.390155415569996,0.049576,0.03159749563878364,0.013883551551405452,0.027611012144210134,RENT
2007-11-30,0.0602,22.296374011039333,0.047263,0.032115662539874794,0.012584442616043138,0.027104547669283052,RENT
2007-12-31,0.059500000000000004,22.197590910059013,0.046937,0.03219597081008109,0.011929613921058886,0.027596617289830316,RENT
2008-01-31,0.0592,21.887201776132898,0.044925,0.031158002493300856,0.010228507140562748,0.028507784686683246,RENT
2008-02-29,0.058600000000000006,21.639391324373197,0.046234000000000004,0.03213368973050273,0.009539648776332893,0.029601213417090877,RENT
2008-03-31,0.0582,21.437902227780008,0.04445,0.030145656565989467,0.00804390438960176,0.0295808234981334,RENT
2008-04-30,0.057699999999999994,21.42072453335389,0.046432,0.02777125999148586,0.008289435147958374,0.030273855004057548,BUY
2008-05-31,0.057999999999999996,21.440039650345362,0.048683,0.02726233271270744,0.008749370155577951,0.03035928597344517,BUY
2008-06-30,0.0591,21.10221127281928,0.052103000000000003,0.026917693027240615,0.0085044461266385,0.032264320717889206,BUY
2008-07-31,0.0602,20.951235402014046,0.050494000000000004,0.02850936756769312,0.007124539684796378,0.03397893084261461,BUY
2008-08-31,0.060899999999999996,20.368456400352784,0.047267,0.028057763937642127,0.003727601053227354,0.0366451454815373,BUY
2008-09-30,0.060899999999999996,19.851282227674982,0.045701,0.024063198764381823,0.0009881753998318634,0.0387696058069511,BUY
2008-10-31,0.058899999999999994,19.30984828342061,0.045788999999999996,0.024543757983310013,-0.0014496718045646764,0.041279750323502284,BUY
2008-11-30,0.0525,18.702004746126182,0.042571000000000005,0.01932366435388939,-0.007125668324576843,0.043883577180146016,BUY
2008-12-31,0.0458,18.368348785460473,0.036238,0.018414868430115753,-0.010559462859412857,0.045128188726059726,BUY
2009-01-31,0.0414,18.010368100966318,0.036699,0.0093126311672295,-0.012395938975136387,0.0464300722624138,BUY
2009-02-28,0.042199999999999994,17.79112465678471,0.036899,0.012782375277171,-0.013730889071406377,0.04728197873506823,BUY
2009-03-31,0.0408,17.622000315616766,0.032497,0.015536933629289729,-0.01602536425857235,0.04765143711117803,BUY
2009-04-30,0.0418,17.70693524972632,0.034072,0.014236759840057171,-0.015479218972916653,0.04782810711770069,BUY
2009-05-31,0.042699999999999995,17.92568247540042,0.036206,0.013569068780610743,-0.014160907947878061,0.04620820242074086,BUY
2009-06-30,0.0424,18.12557664276011,0.037221000000000004,0.012672896377693914,-0.013256383038588301,0.04575195384566144,BUY
2009-07-31,0.042300000000000004,18.48526760370635,0.038238,0.017599944045324376,-0.011691835186064816,0.04502586401724851,BUY
2009-08-31,0.0434,18.72337366802207,0.037142,0.017391313159241265,-0.011273379450792324,0.04362060091738207,BUY
2009-09-30,0.043,18.986328879953593,0.036566,0.018437933430625043,-0.008918761517685168,0.0427339843345651,BUY
2009-10-31,0.042800000000000005,19.137891436781036,0.035699,0.01662305568044509,-0.009018921648911151,0.041669958424519926,BUY
2009-11-30,0.041299999999999996,19.20891843767737,0.037592,0.016952721248027075,-0.008688393619997906,0.04090482153483621,BUY
2009-12-31,0.0406,19.391197377261722,0.038871,0.016722485429268904,-0.008090184816899148,0.040756934013544965,BUY
2010-01-31,0.039,19.606629676112465,0.040025000000000005,0.016334847321152934,-0.007383234883727974,0.03955946576881497,BUY
2010-02-28,0.0383,19.68198122131491,0.040624,0.017075930611283992,-0.00737233675604964,0.03887340472668188,BUY
2010-03-31,0.038599999999999995,19.661444586475106,0.040915,0.009179944347065353,-0.00957678483474109,0.040149275623730274,BUY
2010-04-30,0.038900000000000004,19.868500063203253,0.041006999999999995,0.0032337554120565955,-0.009042980828505416,0.03829867550758359,BUY
2010-05-31,0.038599999999999995,19.961068060152805,0.037772,0.006700533795750153,-0.009827757706592657,0.03760477132600171,BUY
2010-06-30,0.038599999999999995,20.057497160041386,0.036007,0.010814000750484888,-0.01016745575289947,0.03827091093627644,BUY
2010-07-31,0.0384,20.310684912278788,0.035087,0.015010077224533252,-0.009653632918972789,0.03790327928853898,BUY
2010-08-31,0.0378,20.294004747301777,0.03233,0.013087551054086889,-0.010644637590276226,0.03887767602806225,BUY
2010-09-30,0.0379,20.20980668890114,0.031271,0.014648138476895665,-0.011492739488921978,0.04008839981538648,BUY
2010-10-31,0.0375,19.942487688575227,0.030684999999999997,0.010870726206209333,-0.012926202731930594,0.04128405948883862,BUY
2010-11-30,0.036699999999999997,19.689576566452693,0.03311,0.007571273997119819,-0.013581035766768244,0.043622948571029774,BUY
2010-12-31,0.0364,19.63743767680183,0.036098,0.01050514977412791,-0.01321907917427447,0.04437345897095635,BUY
2011-01-31,0.0354,19.450569565154115,0.037273,0.008093883711067288,-0.013775118914566831,0.0448384556761261,BUY
2011-02-28,0.0362,19.341434120286618,0.038799,0.0070362699085676425,-0.014112066439397017,0.045532845660139376,BUY
2011-03-31,0.037000000000000005,19.252446731767282,0.037386,0.006018413311067533,-0.015051277144770213,0.04725497109029919,BUY
2011-04-30,0.0384,19.482844272086435,0.037619,0.008323909306426836,-0.014092328129987454,0.044369752390701844,BUY
2011-05-31,0.0385,19.289754712918803,0.035053,0.008474209106242133,-0.01584599439854125,0.045325629207388696,BUY
2011-06-30,0.0385,19.28698564216492,0.034144,0.00804894806602731,-0.016249444502263743,0.04995377742562712,BUY
2011-07-31,0.0369,19.571576124852825,0.033137,0.010965105371068509,-0.015385279043150676,0.04366582381485262,BUY
2011-08-31,0.0358,19.532270420510265,0.027833,0.011925702117410083,-0.016948148206298957,0.04697436678189981,BUY
2011-09-30,0.035,19.423619558453098,0.02504,0.015345984601533405,-0.01814771624392934,0.04947303871047337,BUY
2011-10-31,0.0347,19.227754462402146,0.02529,0.015083351658314547,-0.01916279043180152,0.04820645154633629,BUY
2011-11-30,0.0339,19.16812986932742,0.022917,0.013360295933181918,-0.02007850357184223,0.05027058202517387,BUY
2011-12-31,0.0346,19.10001522351954,0.021828,0.013526467095871183,-0.020690233576708673,0.05081689784928556,BUY
2012-01-31,0.034,19.011162438721747,0.021103999999999998,0.013104309182592826,-0.021374452482593453,0.05208474043605782,BUY
2012-02-29,0.035,18.960330585451747,0.022191000000000002,0.009027104491944294,-0.021569247831000036,0.052522251961782285,BUY
2012-03-31,0.0364,18.916129129512072,0.02323,0.009166003981295376,-0.020077587390822188,0.05291454281141639,BUY
2012-04-30,0.0363,19.177795812627267,0.022117,0.012032941176777095,-0.019262349773068996,0.05217007357698056,BUY
2012-05-31,0.0374,19.235665526446102,0.019416,0.011605410673196133,-0.019776673706036252,0.05257831773810118,BUY
2012-06-30,0.0382,19.346225005673364,0.017698000000000002,0.013419035200925706,-0.019860206293460747,0.05333646739943809,BUY
2012-07-31,0.0382,19.443409118026707,0.016523,0.010164279917902905,-0.019871207865322694,0.054199281783682496,BUY
2012-08-31,0.0384,19.463847799945434,0.016735,0.012277509041108381,-0.019928670920437246,0.0550432969087673,BUY
2012-09-30,0.037599999999999995,19.34639450227894,0.017222,0.01146535379451464,-0.020410603965983366,0.055583923282660264,BUY
2012-10-31,0.0374,19.226364104712147,0.017721,0.007472429095473147,-0.02094175006480609,0.05577529298044559,BUY
2012-11-30,0.037200000000000004,19.18736524305946,0.017741,0.008291384489250327,-0.021292415905640037,0.05597976650320402,BUY
2012-12-31,0.0366,19.184098127833185,0.018467,0.009079381582458954,-0.0212503347555542,0.055163333568782,BUY
2013-01-31,0.0353,19.022566397431515,0.020794999999999998,0.005553715213725176,-0.021603760488559727,0.055223681719186235,BUY
2013-02-28,0.035,19.039156635755525,0.021781000000000002,0.004523504347761658,-0.02143286414854295,0.05418193882446776,BUY
2013-03-31,0.034300000000000004,19.093697850353582,0.019767999999999997,0.0024843724770600784,-0.02171539261916663,0.052380461617294705,BUY
2013-04-30,0.0331,19.303747520608148,0.017824,0.0032428162685603067,-0.021180409540761624,0.05102404947818062,BUY
2013-05-31,0.0327,19.338373843532196,0.019462,0.0031186132341370428,-0.020693694941520475,0.050349648063549024,BUY
2013-06-30,0.0323,19.46794522810963,0.023062999999999997,0.0029232999668187894,-0.019403343539301603,0.049983109741053466,BUY
2013-07-31,0.0317,19.723956409184726,0.02471,0.006494873715186227,-0.0179116088599651,0.04944195497432724,BUY
2013-08-31,0.0316,19.835749457641963,0.027088,0.006225931215251957,-0.016885631685840077,0.0490168696499611,BUY
2013-09-30,0.030899999999999997,19.925123569412737,0.028443,0.007491050428016036,-0.01623606340355363,0.048331477563539726,BUY
2013-10-31,0.0304,19.847574267797512,0.026784,0.006612077745968678,-0.016963842244835933,0.047874050854977535,BUY
2013-11-30,0.0305,19.925031673458545,0.027597999999999998,0.004292987023885612,-0.016373926618858673,0.046377353288751255,BUY
2013-12-31,0.030600000000000002,20.197445768396562,0.029458,0.00750781524426473,-0.014820632861099014,0.04406609578653131,BUY
2014-01-31,0.0301,20.194309986542596,0.0291,0.008883878717323662,-0.014869080435504846,0.04400316797741155,BUY
2014-02-28,0.0305,20.2973606774035,0.028147000000000002,0.010717989165196378,-0.014719745912632271,0.042784642994011746,BUY
2014-03-31,0.030699999999999998,20.368129438464248,0.027837,0.012021998337625378,-0.014523093711662601,0.0422626716990564,BUY
2014-04-30,0.030699999999999998,20.84283435074041,0.027416999999999997,0.01521158701402713,-0.012818480177649055,0.04011992112381124,BUY
2014-05-31,0.0313,21.095441288806935,0.026989,0.015084832904275073,-0.012042707001823921,0.039714029479224644,BUY
2014-06-30,0.0315,21.263749083727166,0.027842,0.01568612508754767,-0.011264522956857443,0.03904709794101269,BUY
2014-07-31,0.032,21.620677623919978,0.027343000000000003,0.01844995290828154,-0.010150297784865791,0.03805494851019264,BUY
2014-08-31,0.0321,21.88393085181725,0.025346999999999998,0.01925701921473588,-0.009801679226889858,0.03795476023366606,BUY
2014-09-30,0.0322,21.896477612319508,0.024918999999999997,0.017765890524262244,-0.00991692455282818,0.037812228014298954,BUY
2014-10-31,0.0318,21.83412382477589,0.022469000000000003,0.01773985740870853,-0.010721903806423915,0.03781404935006716,BUY
2014-11-30,0.031,21.7144163234678,0.021593,0.01730220985433723,-0.011310566876496096,0.037741757272474974,BUY
2014-12-31,0.03,21.745671114575458,0.019287000000000002,0.01782080728919039,-0.011939293970072812,0.03737090822041922,BUY
2015-01-31,0.0281,21.664281751644914,0.01589,0.017490211614033153,-0.012895426378385737,0.03783163158952152,BUY
2015-02-28,0.0278,21.669362481694165,0.017365,0.01856176587895524,-0.012549158803920784,0.03749663884834198,BUY
2015-03-31,0.0268,21.61057215132134,0.017941,0.01641604957967569,-0.012511462305923633,0.03817683220959123,BUY
2015-04-30,0.0264,21.79295658868617,0.01755,0.013418446053298137,-0.011806208098899925,0.03463744196776197,BUY
2015-05-31,0.0259,21.961834575304586,0.020243,0.013256238024485905,-0.010473417165434422,0.03448855539315776,BUY
2015-06-30,0.0256,22.109776135633354,0.021696,0.015675627124983958,-0.009624160178294266,0.034302618282055164,BUY
2015-07-31,0.025699999999999997,22.50037267125119,0.021353,0.02034421320273314,-0.008383982124440428,0.03296457701884692,BUY
2015-08-31,0.025699999999999997,22.658988835215208,0.019799,0.022857878875165508,-0.008090084272919091,0.03254663045293382,BUY
2015-09-30,0.025699999999999997,22.688420782404624,0.018814,0.025226059618335836,-0.00806210615520505,0.03158872779552446,BUY
2015-10-31,0.0252,22.70696718244866,0.01846,0.028033882827608853,-0.008076161392874096,0.03134734439368514,BUY
2015-11-30,0.0255,22.857041713577793,0.019779,0.0288895534328159,-0.007257746203071575,0.030735362369776364,BUY
2015-12-31,0.0255,22.948268320073737,0.019234,0.027981302975483978,-0.007042489417032692,0.02878969873702797,BUY
2016-01-31,0.024900000000000002,23.06115454316134,0.017833,0.02789618730448245,-0.006981510126192254,0.027859990475751717,RENT
2016-02-29,0.025099999999999997,23.05202848773986,0.015032,0.029118416973255453,-0.007597756335770837,0.027672770644141087,RENT
2016-03-31,0.024900000000000002,23.230163118505438,0.015434000000000002,0.031202023286606217,-0.006832197779890083,0.026311680774868895,RENT
2016-04-30,0.0241,23.150103635225236,0.015688,0.026252144796810678,-0.006907641584693037,0.027064995005407155,BUY
