start_date,months,nw_buy,nw_rent,R,winner,mortgage_rate,pr_ratio,sdlt_paid
2016-03-31,60,78176.88091957127,90044.6941138768,1.1518071974055244,RENT,0.03789,23.230163118505438,2368.4680536678857
2016-04-30,60,82021.85323943506,87877.8087469314,1.0713950645616586,RENT,0.0381,23.150103635225236,2365.4087541383524
2016-05-31,60,75847.73730080217,92591.03439100599,1.2207488012964989,RENT,0.03762,23.368704224804596,2427.3708102456867
2016-06-30,60,74574.94177708254,95943.79360645183,1.2865419847493076,RENT,0.037004999999999996,23.4831886086098,2467.750336295522
2016-07-31,60,85132.66759464185,91633.15595348354,1.0763571557488798,RENT,0.03687,23.68843804012523,2575.3509583551117
2016-08-31,60,73126.03321254876,91568.84580502326,1.252205839456223,RENT,0.036275,23.600364542443653,2568.1181477609325
2016-09-30,60,82405.40849423621,89767.65540666491,1.0893417925710986,RENT,0.03594,23.503971322604006,2555.0204042516125
2016-10-31,60,89190.69337151921,90696.07201675723,1.0168782031883914,RENT,0.035295,23.384586886339463,2524.4864697682524
2016-11-30,60,82736.29407658795,86473.87006030709,1.0451745636595628,RENT,0.035425,23.37014440871661,2553.4618139048616
2016-12-31,60,87415.65676725475,90546.4132559838,1.035814596658179,RENT,0.03547,23.40295902288018,2601.8364871928907
2017-01-31,60,88323.75219874087,89537.64712285779,1.0137436974075273,RENT,0.035179999999999996,23.417383882825042,2637.1612214671536
2017-02-28,60,90671.56156193843,90651.6464693326,0.9997803601011963,BUY,0.03531,23.457335326974977,2670.2105244816194
2017-03-31,60,92264.30209537968,84404.45817853071,0.9148116472097331,BUY,0.035525,23.32568510792583,2626.952988325492
2017-04-30,60,90751.11624618585,83035.25037402855,0.914977730398092,BUY,0.035255,23.550462071222906,2777.5820351977686
2017-05-31,60,92305.2216328881,87829.88104406469,0.9515158459114856,BUY,0.035095,23.6933968858294,2852.4453650461755
2017-06-30,60,93787.17579711613,84011.01635916061,0.8957623006038302,BUY,0.035025,23.787793688227843,2928.5726084683715
2017-07-31,60,95631.08175182846,85077.9411506213,0.8896473781547976,BUY,0.03455,24.035033015278216,3103.063234012894
2017-08-31,60,99761.82086782905,80161.81106561549,0.8035319560959003,BUY,0.034285,24.09289289794755,3144.009330893884
2017-09-30,60,103602.4625338848,83616.30584008622,0.8070880150434475,BUY,0.03429,24.039964706642166,3114.4831155253514
2017-10-31,60,104212.48376936198,85603.64296998193,0.8214336696881323,BUY,0.035085000000000005,23.97930789150538,3098.184884126154
2017-11-30,60,105036.66909596816,73149.9413966479,0.6964228971295109,BUY,0.034370000000000005,23.80513218254033,0.0
2017-12-31,60,104666.55792799135,75282.45835437196,0.7192599034943415,BUY,0.034285,23.86196145925699,0.0
2018-01-31,60,103098.61853588285,76691.56333242485,0.743866061655645,BUY,0.033605,23.87418455473669,0.0
2018-02-28,60,100955.73890501235,72628.51445297281,0.7194094683543234,BUY,0.033705,23.84222310896597,0.0
2018-03-31,60,100095.15749793168,75201.49891240064,0.7513000707746983,BUY,0.033510000000000005,23.694555834633036,0.0
2018-04-30,60,94500.99368542287,76293.41653666856,0.807329251908566,BUY,0.03308,23.870768466262632,0.0
2018-05-31,60,93460.62867096774,76349.08686315165,0.8169117621917779,BUY,0.033635,23.956275453324924,0.0
2018-06-30,60,91482.75986059834,74597.65139158645,0.8154285190483818,BUY,0.03328,24.068296367940107,0.0
2018-07-31,60,90509.22594452507,75285.97061444048,0.8318043804792317,BUY,0.032775,24.290162410848694,0.0
2018-08-31,60,93802.36140287641,74884.90766093775,0.79832646578385,BUY,0.03196,24.246159947294878,0.0
2018-09-30,60,95820.98838670028,74098.59955434235,0.7733023923245927,BUY,0.030715,24.14129917128792,0.0
2018-10-31,60,95584.90357245074,72637.00994350424,0.7599213602642532,BUY,0.03061,24.080356083829294,0.0
2018-11-30,60,94465.83239551022,73517.41632886943,0.7782434607791966,BUY,0.030045000000000002,23.91672885450042,0.0
2018-12-31,60,92793.78807942817,69809.93244888206,0.7523125620125266,BUY,0.029505,23.79523773892539,0.0
2019-01-31,60,91603.3103675099,75253.90021834348,0.8215194398152965,BUY,0.029245,23.653385236884098,0.0
2019-02-28,60,93918.19385546085,71987.12078649586,0.7664874912020061,BUY,0.0256,23.535673993226226,0.0
2019-03-31,60,93332.36099171519,70648.60927923933,0.7569572710746123,BUY,0.0256,23.38398662567872,0.0
2019-04-30,60,91819.99410219581,72838.4921769132,0.7932748513994005,BUY,0.0254,23.535269078490447,0.0
2019-05-31,60,93485.15477824138,72820.51709863893,0.7789527360935371,BUY,0.0254,23.371817870697907,0.0
2019-06-30,60,94827.29170712942,72723.10310147693,0.7669005598734121,BUY,0.0253,23.528307910582274,0.0
2019-07-31,60,93194.29213042106,72892.642152323,0.7821577962125957,BUY,0.0254,23.770195765959752,0.0
